,Overall,Potential,Age,Height(in cm),Weight(in kg),Weak Foot Rating,Skill Moves,International Reputation,Pace Total,Shooting Total,Passing Total,Dribbling Total,Defending Total,Physicality Total,Crossing,Finishing,Heading Accuracy,Short Passing,Curve,Acceleration,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Aggression,Vision,Penalties,Composure, GoalkeeperKicking,Nationality,Preferred Foot
185,83,83,35,189,89,3,1,2,81,78,79,86,45,81,18,12,16,40,13,42,60,82,47,59,60,34,63,35,59,26,67,79,Denmark,Right
186,83,83,32,182,80,3,3,3,66,74,83,78,78,81,82,73,64,85,80,66,66,85,67,77,78,86,78,83,80,64,80,7,England,Right
187,83,83,34,183,76,3,3,2,65,62,76,73,83,81,62,54,74,86,65,62,70,82,62,76,76,81,81,84,79,54,78,9,Brazil,Right
188,83,83,32,192,85,3,1,3,84,77,69,87,40,82,11,11,11,30,11,38,43,83,39,52,69,34,55,31,53,20,48,69,Finland,Right
189,83,83,36,173,67,2,4,4,61,72,86,85,52,53,83,70,53,89,82,69,80,82,89,72,58,65,45,56,89,75,90,7,Spain,Left
190,83,83,32,187,82,1,1,2,83,82,79,84,49,79,14,11,16,30,12,47,45,82,43,59,73,39,69,32,41,22,52,79,Germany,Right
191,83,83,31,176,73,3,4,4,80,82,83,85,52,72,83,82,83,81,86,79,90,85,83,82,88,85,64,73,85,79,89,14,France,Left
192,83,83,29,183,74,3,4,2,54,75,86,83,57,57,69,75,49,91,86,55,68,75,83,78,53,68,64,29,92,56,80,6,Spain,Right
193,83,83,30,181,76,4,5,3,74,76,79,87,59,78,73,76,78,84,81,75,84,85,86,77,81,87,74,75,83,72,88,9,Brazil,Right
194,83,84,28,188,76,4,3,2,72,51,71,75,84,77,62,52,84,83,52,68,66,82,59,55,83,73,78,80,67,52,80,11,England,Right
195,83,83,29,181,65,2,5,3,76,77,87,83,50,65,88,73,52,86,90,78,83,83,78,83,33,78,58,73,88,67,79,11,Morocco,Left
196,83,83,30,176,75,4,3,3,70,72,84,79,78,79,85,69,61,86,84,72,72,84,81,81,59,91,75,78,83,67,85,5,Spain,Right
197,83,83,28,175,70,4,3,3,79,67,79,81,80,73,82,66,68,82,78,83,76,82,79,74,75,76,69,79,77,61,81,15,Portugal,Right
198,82,84,25,175,73,4,4,1,73,78,84,85,54,62,81,76,35,84,86,77,84,78,83,83,51,76,53,68,85,74,84,14,England,Right
199,82,82,30,189,84,3,1,3,82,79,80,83,54,81,12,15,12,36,19,56,58,79,50,60,65,42,73,26,62,24,61,80,Argentina,Right
200,82,82,31,177,73,4,4,3,71,80,79,85,30,72,76,79,69,84,79,75,84,84,86,82,72,76,69,73,82,89,81,14,Croatia,Right
201,82,82,29,172,66,3,4,2,91,73,75,86,50,52,78,74,46,77,78,92,90,83,89,75,64,77,40,47,81,59,81,11,Portugal,Right
202,82,82,28,183,83,3,3,2,85,66,73,77,78,80,78,64,71,77,69,85,78,80,78,72,83,90,76,75,66,59,77,8,Italy,Right
203,82,82,29,192,85,3,1,1,82,81,73,83,43,81,15,19,24,24,23,49,49,80,42,55,61,43,75,24,45,23,58,73,Spain,Right
204,82,86,24,185,75,4,3,2,63,72,79,78,79,79,70,69,68,85,68,62,69,83,60,77,65,90,78,72,82,60,77,11,Italy,Right
205,82,82,27,183,76,3,3,3,82,75,74,79,77,80,82,79,82,80,69,79,71,84,66,76,90,86,76,80,60,55,77,15,Germany,Left
206,82,85,25,179,68,4,4,2,86,83,74,83,38,70,81,82,75,70,76,85,84,81,75,87,63,72,72,64,76,69,78,11,Portugal,Right
207,82,84,26,195,94,4,2,2,67,37,59,61,83,85,35,32,83,78,37,59,48,77,40,60,70,78,92,79,56,38,74,7,Germany,Right
208,82,86,26,188,81,3,2,2,68,32,66,70,84,74,51,36,80,80,41,59,61,84,60,37,79,68,77,75,62,36,79,8,Denmark,Right
209,82,82,28,186,86,4,3,3,79,78,77,80,82,87,64,75,82,83,77,67,72,82,75,85,87,88,86,88,79,68,80,8,Germany,Right
210,82,82,28,190,80,4,4,2,80,82,78,83,52,75,74,81,77,80,84,84,87,79,75,84,66,82,76,67,77,75,77,13,Brazil,Left
211,82,85,26,185,83,4,4,3,67,78,82,85,48,65,79,78,52,85,77,66,84,82,83,81,62,80,68,39,84,54,83,11,Germany,Right
212,82,84,26,180,76,4,3,3,90,80,69,82,35,69,69,78,75,78,70,93,79,85,76,85,75,81,64,63,68,78,79,8,Germany,Right
213,82,83,27,172,66,3,4,3,83,61,76,80,78,73,79,61,58,79,80,81,82,83,80,62,53,87,67,76,75,52,76,9,Spain,Left
214,82,82,27,171,67,3,4,1,78,69,80,85,63,71,79,68,57,81,80,81,85,82,83,72,54,86,62,80,83,72,81,9,Portugal,Right
215,82,83,26,172,67,2,3,3,87,65,81,83,74,71,82,52,66,83,85,86,84,83,86,79,64,90,63,69,78,54,83,10,Spain,Left
216,82,82,28,170,71,2,4,3,74,77,86,87,75,55,86,77,44,88,85,83,90,86,90,78,52,74,50,45,85,54,86,8,Portugal,Left
217,82,85,26,190,93,3,1,3,81,80,86,83,61,80,15,12,20,43,30,62,66,81,53,65,77,38,79,32,64,27,64,86,Cameroon,Right
218,82,83,28,191,86,3,2,3,60,59,71,66,84,79,68,55,82,78,44,54,55,85,49,79,77,75,84,72,72,67,76,6,Germany,Right
219,82,82,28,190,82,3,3,3,65,80,62,74,52,82,42,83,86,76,57,56,66,82,52,83,82,73,92,67,72,88,82,14,Côte d'Ivoire,Right
220,82,83,28,180,71,3,2,1,64,39,65,62,82,78,72,35,83,84,53,61,59,84,56,44,86,71,78,83,32,43,77,12,Spain,Right
221,82,85,24,195,86,3,3,2,83,81,66,78,36,80,53,85,86,77,55,80,61,84,53,80,73,79,85,68,73,79,82,8,England,Right
222,82,86,24,175,70,3,4,2,77,68,80,86,77,76,72,63,62,85,73,81,87,83,89,75,78,82,69,86,81,68,80,10,Algeria,Left
223,82,84,27,192,79,4,1,1,83,76,79,84,42,85,12,13,13,36,14,40,69,76,40,59,66,42,73,34,35,24,55,79,Spain,Right
224,82,83,26,183,75,3,4,1,83,83,75,82,28,75,79,83,80,77,72,85,82,81,71,85,80,83,76,63,75,82,80,7,Mexico,Right
225,82,91,19,176,72,4,4,2,78,73,80,86,51,60,77,78,39,82,76,76,85,80,82,67,52,79,50,63,85,60,80,13,Germany,Right
226,82,88,22,174,63,3,5,3,93,74,75,86,39,69,79,76,45,75,80,95,92,75,85,73,57,79,62,76,79,66,80,14,Brazil,Left
227,82,89,23,186,80,3,3,1,89,82,68,77,42,86,67,83,76,69,75,91,78,84,67,86,76,89,88,78,71,78,83,12,Uruguay,Right
228,82,88,22,191,86,3,3,1,76,56,66,72,84,78,48,49,85,77,49,77,68,81,66,75,77,73,81,79,67,38,76,8,Germany,Left
229,82,89,20,178,65,3,3,2,84,74,78,83,65,65,81,77,45,80,80,87,83,82,83,72,54,80,58,66,81,70,79,13,England,Left
230,82,87,24,179,72,4,4,3,67,76,81,86,50,59,78,74,43,84,72,77,86,83,86,79,55,77,54,51,83,66,82,13,Spain,Right
231,82,89,22,187,81,3,3,2,70,70,79,78,81,82,68,67,74,85,76,68,73,83,70,78,74,84,82,82,82,55,83,12,France,Right
232,82,88,22,184,77,4,4,1,84,79,79,83,35,67,79,80,75,81,76,87,83,82,78,79,75,73,69,54,82,74,82,11,Spain,Right
233,82,86,24,183,65,3,3,2,84,66,77,82,76,74,79,69,65,83,69,83,86,78,69,68,69,88,70,69,77,44,79,13,Morocco,Right
234,82,83,25,178,74,4,4,1,88,81,75,82,42,68,77,85,49,79,79,85,84,79,76,81,67,76,70,55,78,75,77,10,Netherlands,Right
235,82,86,24,191,77,3,1,1,83,77,85,84,48,78,15,14,15,54,17,47,53,80,49,64,66,35,59,35,64,25,65,85,England,Right
236,82,87,24,180,72,4,5,2,72,78,79,85,69,78,72,79,68,82,77,71,75,81,77,77,78,81,77,76,82,75,88,12,Brazil,Left
237,82,84,26,188,80,3,2,3,83,63,70,73,78,89,77,67,84,76,69,78,69,82,60,68,90,92,89,83,59,48,74,7,Netherlands,Right
238,82,82,29,181,79,4,4,3,76,81,83,81,64,80,79,74,74,85,85,76,69,79,73,92,74,82,81,78,83,84,75,12,Ukraine,Left
239,82,82,31,188,81,4,3,3,73,81,76,80,47,82,73,81,80,81,75,66,72,82,65,84,74,79,85,82,78,92,81,13,Mexico,Right
240,82,82,30,185,80,3,2,1,78,43,56,64,85,79,40,38,83,74,45,80,76,85,57,53,73,77,76,88,42,56,71,13,Brazil,Right
241,82,82,22,183,77,3,1,1,79,87,85,81,35,77,13,15,14,29,16,35,36,76,55,64,70,44,85,20,70,15,48,85,Brazil,Right
242,82,85,25,180,77,3,3,2,76,60,78,78,78,75,84,58,69,80,71,77,69,81,72,74,86,86,69,73,75,52,75,14,England,Left
243,82,84,26,185,84,3,4,3,74,83,70,82,47,78,60,84,85,79,77,76,77,85,75,83,88,79,77,75,74,84,84,7,Portugal,Right
244,82,88,23,177,69,4,4,3,87,71,73,86,37,59,74,74,50,77,70,91,87,78,88,77,79,76,54,45,80,61,80,13,United States,Right
245,82,84,28,185,77,4,1,3,84,77,87,87,51,80,17,19,15,58,18,56,57,75,55,65,77,45,70,45,69,45,65,87,England,Left
246,82,82,28,180,71,3,3,1,82,74,82,83,74,77,75,69,60,86,84,81,81,77,75,83,60,86,75,76,84,60,85,9,Spain,Right
247,82,82,29,186,87,3,2,2,57,36,53,56,84,81,39,38,85,71,28,50,48,77,56,37,91,68,85,83,44,41,72,15,Hungary,Right
248,82,82,32,174,66,3,3,2,67,66,72,78,83,76,60,60,69,80,60,69,78,81,81,82,83,85,68,83,70,55,79,8,Senegal,Right
249,82,82,40,195,102,4,5,5,58,85,76,77,34,72,71,84,82,77,79,55,67,77,51,86,77,34,85,84,83,80,90,10,Sweden,Right
250,82,82,31,182,77,3,2,2,71,56,67,61,82,80,53,42,81,75,72,70,67,81,60,81,91,69,82,86,55,39,70,11,Spain,Left
251,82,82,37,190,83,2,1,2,82,82,71,82,49,83,14,13,11,20,18,50,53,74,44,53,69,25,65,43,52,22,63,71,Poland,Right
252,82,82,34,184,78,4,3,3,53,80,86,78,75,68,84,77,59,87,88,55,68,80,58,85,33,73,70,67,85,82,80,12,Croatia,Right
253,82,82,35,175,77,4,4,3,70,78,84,83,40,65,85,75,59,83,83,71,81,79,74,82,34,67,71,54,87,81,83,9,France,Right
254,82,82,34,190,84,2,1,3,82,80,77,83,55,80,12,12,11,34,10,53,61,76,54,58,79,45,77,37,64,32,66,77,Portugal,Left
255,82,82,35,192,93,3,3,3,42,83,72,73,42,78,64,86,91,78,71,41,54,84,53,86,82,55,90,76,78,90,85,11,France,Left
256,82,82,33,190,86,3,2,3,62,54,64,60,84,78,50,55,80,75,52,55,55,78,55,74,77,63,83,83,55,61,70,13,Denmark,Right
257,82,82,32,181,80,3,3,2,81,68,76,76,79,82,83,61,74,80,80,79,80,80,79,82,87,84,79,85,71,59,78,9,Spain,Left
258,82,82,33,186,81,3,2,3,57,55,70,67,85,75,64,45,81,77,63,53,54,85,62,78,81,72,76,77,62,58,86,14,Belgium,Right
259,82,82,33,192,83,4,4,3,78,82,79,79,44,82,77,81,79,81,79,76,70,79,77,84,77,77,87,77,81,79,79,10,Austria,Right
260,82,82,32,178,77,3,2,3,64,55,76,72,84,76,80,46,78,79,68,68,67,86,73,68,83,76,70,87,72,66,78,10,Spain,Right
261,82,82,30,172,68,4,5,4,62,79,80,88,52,59,78,75,48,80,90,74,91,80,92,82,58,74,52,59,82,70,79,9,Brazil,Right
262,82,82,30,181,76,5,4,3,61,78,88,80,53,52,86,73,52,89,89,63,68,79,78,84,49,59,52,46,86,67,87,7,Denmark,Right
263,82,82,36,190,82,3,2,3,38,41,62,63,85,71,38,27,77,74,53,43,44,83,50,65,76,42,80,83,64,37,75,5,Spain,Right
264,82,82,31,196,94,3,2,3,68,49,55,62,84,87,17,55,82,73,39,65,37,77,31,50,57,85,93,84,60,70,79,15,Uruguay,Right
265,82,82,28,178,74,2,3,2,78,69,80,79,77,76,88,60,72,81,83,80,74,81,78,83,92,85,69,76,75,60,81,9,France,Left
266,82,82,30,176,79,3,4,3,65,75,80,88,59,58,78,76,55,81,88,68,79,75,88,69,60,58,58,57,81,74,82,12,Spain,Right
267,82,82,29,188,76,3,3,2,68,75,77,76,81,88,64,69,77,83,64,67,73,84,58,87,79,87,91,86,84,53,83,10,Central African Republic,Left
268,82,82,31,185,72,2,2,2,67,49,71,65,84,83,67,42,81,80,57,65,65,81,63,61,84,80,82,87,65,51,69,15,Brazil,Right
269,82,82,32,180,76,4,2,2,75,37,69,70,82,80,70,32,79,84,55,69,65,80,75,54,84,80,79,80,53,45,75,10,Spain,Right
270,82,82,29,179,85,4,3,2,70,85,79,80,46,84,78,85,76,80,79,71,73,83,79,87,76,85,86,80,81,72,84,9,Germany,Left
271,82,82,29,186,75,4,4,3,91,64,73,80,78,69,83,60,69,78,66,93,80,82,69,68,69,75,66,71,72,59,69,12,Italy,Right
272,82,82,30,182,75,3,4,3,80,82,83,82,40,69,85,82,48,83,86,83,84,80,75,82,55,80,63,72,83,83,81,7,Netherlands,Left
273,82,82,31,184,81,2,1,2,84,78,71,86,63,80,19,18,16,32,15,63,67,82,62,53,82,36,73,45,48,16,65,71,Portugal,Left
274,82,82,31,179,79,4,4,2,89,83,74,86,27,67,71,84,69,80,79,87,85,84,85,81,60,73,72,50,78,89,82,10,Colombia,Right
275,82,82,29,180,66,3,5,2,91,79,73,86,37,76,75,81,47,76,71,90,85,74,75,83,58,78,77,77,72,78,81,15,Côte d'Ivoire,Right
276,82,82,34,192,88,3,3,3,62,50,64,64,85,78,34,37,82,75,58,61,32,83,33,75,70,69,85,75,65,61,85,9,Italy,Left
277,81,85,22,192,82,3,2,2,80,51,71,73,81,79,68,45,82,78,59,74,54,82,55,65,82,76,81,78,73,33,82,7,France,Left
278,81,83,27,192,86,3,3,1,57,72,73,72,82,85,69,73,83,79,63,51,52,81,54,73,88,91,84,78,72,70,78,5,Czech Republic,Right
279,81,82,27,190,86,3,4,1,74,79,80,81,65,75,77,79,68,83,77,75,73,80,69,84,60,86,75,64,83,70,83,10,Czech Republic,Left
280,81,84,25,184,78,3,3,2,85,81,75,78,36,70,73,84,75,78,77,84,73,78,70,79,72,73,75,55,77,73,77,13,France,Right
281,81,85,24,180,75,2,3,1,87,59,77,78,71,77,89,57,59,73,81,86,77,78,77,64,63,87,76,69,78,49,75,14,Germany,Left
282,81,86,25,182,80,3,4,1,72,68,75,79,80,77,65,58,65,82,62,71,73,79,77,83,80,82,75,77,76,58,80,8,Mali,Right
283,81,82,29,195,94,3,1,2,85,79,75,84,55,78,20,19,14,48,16,56,58,75,58,56,72,38,80,26,51,25,64,75,France,Right
284,81,86,24,191,77,4,3,2,66,66,73,75,81,86,65,61,71,79,64,69,64,77,72,81,75,85,91,76,74,64,84,11,Côte d'Ivoire,Right
285,81,81,29,173,66,5,5,3,82,65,80,86,73,67,82,61,70,83,81,83,88,81,91,66,71,82,57,73,83,68,86,10,Mexico,Right
286,81,81,30,182,79,4,2,2,72,71,74,73,82,81,68,68,83,77,71,73,72,78,72,78,91,84,77,85,72,60,78,11,Denmark,Left
287,81,81,31,175,73,4,4,3,70,81,76,83,44,74,68,80,75,82,74,72,81,82,82,87,76,68,76,74,76,82,80,9,France,Right
288,81,88,22,190,75,3,4,2,87,75,72,82,62,83,64,77,64,79,65,89,79,77,76,79,65,75,86,89,76,60,74,11,Italy,Left
289,81,81,32,190,84,2,1,2,82,78,77,80,54,78,11,15,14,36,12,56,59,77,49,58,83,40,61,40,42,22,64,77,Brazil,Right
290,81,88,23,194,95,2,3,2,78,34,57,67,82,80,38,29,79,75,32,69,60,75,54,45,75,65,87,80,51,41,74,9,France,Right
291,81,87,22,173,69,3,3,1,82,71,75,80,75,78,81,65,68,75,78,80,78,78,71,83,59,91,74,74,72,66,78,14,Spain,Right
292,81,85,23,172,66,3,3,1,76,68,78,80,77,74,81,68,57,79,78,78,78,82,83,73,77,88,66,76,78,59,77,9,Spain,Left
293,81,86,24,178,77,3,3,2,72,60,76,77,82,83,75,52,75,80,63,74,73,77,79,72,91,85,81,84,73,55,82,13,Argentina,Left
294,81,86,23,184,75,4,4,2,84,82,75,84,32,74,75,84,65,78,77,81,85,82,70,83,74,81,72,68,77,74,82,13,Brazil,Right
295,81,86,24,173,77,4,4,1,76,80,80,84,56,64,75,84,40,83,79,77,83,84,87,78,43,81,58,64,81,74,86,15,Portugal,Right
296,81,81,29,186,83,4,4,1,77,80,74,81,38,72,70,83,73,79,74,78,73,82,65,81,74,82,78,46,79,76,83,9,Iran,Right
297,81,88,21,174,64,4,4,1,88,76,74,84,32,56,74,80,62,77,80,88,87,78,85,73,74,81,42,54,73,74,82,12,Brazil,Right
298,81,86,23,192,84,3,2,2,70,54,65,70,83,79,39,57,82,80,54,74,66,79,64,74,78,75,83,74,66,77,80,13,Burkina Faso,Right
299,81,87,22,186,75,3,4,2,78,77,79,83,56,76,83,77,54,82,84,77,79,80,69,76,66,83,78,67,81,65,81,10,Sweden,Left
300,81,86,24,182,74,2,3,2,69,67,79,81,76,77,68,68,61,84,75,68,74,80,78,64,62,84,75,77,82,65,83,15,Brazil,Right
301,81,89,20,185,80,4,3,1,82,54,69,74,80,83,61,42,77,76,59,80,68,77,65,76,84,79,84,85,65,61,75,6,Croatia,Left
302,81,90,19,183,70,4,4,1,76,73,75,87,63,60,66,76,49,83,64,81,91,82,92,71,55,77,53,59,78,51,82,8,Germany,Right
303,81,88,22,185,77,3,3,1,89,74,78,81,71,73,81,73,64,79,84,90,79,75,79,76,67,82,72,68,80,72,82,15,Nigeria,Right
304,81,81,30,174,70,4,4,2,73,76,82,82,57,59,81,78,61,84,84,74,81,79,80,75,31,71,59,49,83,72,76,15,Spain,Left
305,81,81,31,184,73,3,3,3,71,61,73,73,81,74,57,55,79,81,66,70,69,82,71,73,89,68,74,77,76,52,76,13,Spain,Right
306,81,81,33,190,84,3,2,3,59,43,59,61,81,83,45,40,81,76,32,52,60,77,47,54,90,62,90,89,50,47,74,14,Brazil,Right
307,81,82,29,194,100,3,2,3,48,57,68,67,80,84,51,48,85,78,57,44,39,77,33,82,87,70,90,84,68,68,77,9,England,Right
308,81,81,26,181,82,3,2,1,71,61,57,63,82,80,40,56,83,67,72,68,61,78,63,74,91,76,79,86,50,62,70,14,Brazil,Right
309,81,81,30,184,79,3,2,1,76,81,67,77,20,78,68,85,82,71,59,77,75,82,66,79,81,72,87,62,70,87,78,7,Brazil,Right
310,81,81,26,180,75,4,2,1,82,73,77,82,52,70,67,72,64,85,70,85,75,80,67,75,68,75,74,54,75,55,78,12,Brazil,Right
311,81,81,22,178,69,4,4,1,79,54,76,79,75,74,82,51,69,78,83,78,83,80,81,55,71,89,68,69,75,61,82,15,Brazil,Left
312,81,81,30,188,83,3,4,1,78,84,62,72,33,71,56,85,83,73,59,74,60,84,47,85,85,52,82,65,58,77,79,20,Brazil,Right
313,81,81,22,175,70,4,2,1,77,57,74,77,82,68,61,53,70,82,54,75,72,80,77,60,40,91,56,75,77,77,81,14,Brazil,Right
314,81,81,30,172,68,4,2,1,93,66,75,76,72,77,81,59,66,81,70,92,81,82,78,73,75,91,73,69,64,65,74,9,Brazil,Left
315,81,83,26,190,77,3,2,2,67,45,50,59,81,87,34,48,83,67,38,59,34,80,57,51,89,87,83,94,51,47,72,8,Italy,Right
316,81,82,27,185,80,4,2,1,51,57,71,68,84,77,59,43,73,81,49,52,42,75,45,77,35,76,79,83,71,53,70,14,Argentina,Right
317,81,87,23,186,90,3,3,2,82,43,61,68,80,81,48,39,82,75,32,74,63,75,67,60,87,65,88,83,58,39,71,8,France,Right
318,81,83,26,190,85,4,2,1,63,65,70,72,82,89,59,62,79,76,61,62,60,77,44,76,81,87,90,89,71,56,82,8,Portugal,Right
319,81,86,25,191,81,3,3,2,82,64,73,77,80,85,68,64,67,79,63,77,67,82,64,75,66,81,87,88,73,48,83,7,Switzerland,Right
320,81,82,26,187,91,4,2,2,77,48,70,74,83,78,55,38,78,80,54,75,69,82,67,75,84,72,82,76,65,40,78,13,Switzerland,Right
321,81,83,26,184,78,3,3,1,78,68,71,81,80,84,59,66,70,80,59,77,76,81,77,74,76,84,85,83,75,60,82,9,Cameroon,Right
322,81,85,25,178,70,3,3,2,84,60,75,78,76,79,83,52,59,78,72,86,76,79,77,79,81,86,74,84,74,42,75,8,Scotland,Left
323,81,85,24,186,70,3,5,3,87,82,75,81,41,71,75,81,68,76,82,83,82,80,74,92,74,72,71,69,76,85,75,15,England,Right
324,81,84,25,181,71,5,4,3,82,79,72,82,53,79,73,81,82,77,74,85,79,80,71,83,86,81,76,84,74,77,81,8,Brazil,Right
325,81,87,24,190,87,2,2,2,68,36,60,58,83,80,38,31,85,75,47,61,51,81,37,51,70,66,87,81,59,40,74,13,Brazil,Left
326,81,81,33,177,75,5,4,3,82,79,78,83,56,72,77,78,68,79,81,86,84,82,83,84,66,80,69,72,84,72,84,14,Armenia,Right
327,81,81,34,182,78,3,2,3,63,57,62,59,83,81,52,54,79,73,50,60,58,79,58,69,90,75,80,90,53,45,79,8,Argentina,Right
328,81,81,30,176,72,4,4,4,67,74,83,84,55,67,80,75,47,85,81,69,78,80,83,75,58,75,67,59,86,78,87,12,Germany,Right
329,81,81,32,194,81,3,2,3,62,47,58,60,83,80,52,54,84,65,49,52,54,79,43,42,80,69,85,81,56,52,80,16,England,Right
330,81,81,30,199,76,3,1,1,80,82,75,83,49,80,11,14,11,29,13,50,36,76,42,56,72,37,75,36,50,22,63,75,England,Right
331,81,81,31,185,75,3,2,2,67,52,59,65,82,82,44,40,83,69,41,64,61,83,66,75,76,82,82,82,50,64,86,16,Italy,Right
332,81,81,35,185,77,4,3,4,61,83,68,72,51,73,65,85,85,72,76,58,63,85,57,86,87,58,75,81,73,84,82,13,Uruguay,Right
333,81,81,34,176,78,4,4,3,62,74,83,82,75,72,80,71,55,83,83,63,79,79,80,77,49,73,70,83,85,75,80,7,Argentina,Right
334,81,81,35,190,94,3,1,2,79,82,78,80,55,83,12,11,23,34,11,56,55,76,51,59,71,32,77,41,42,25,63,78,Spain,Left
335,81,81,32,185,82,3,4,4,80,84,81,79,55,69,85,81,84,80,91,79,77,77,64,90,85,58,76,62,77,76,85,11,Wales,Left
336,81,81,35,191,89,3,3,3,69,62,72,67,83,78,70,54,78,76,66,67,56,81,60,80,89,72,80,80,66,66,81,9,Belgium,Left
337,81,81,33,177,77,2,4,3,77,79,76,83,30,64,76,80,67,78,84,79,79,81,83,76,67,62,67,57,81,72,82,8,Mexico,Left
338,81,81,35,170,61,4,3,3,47,71,84,79,71,66,82,68,66,87,82,54,72,75,85,76,69,75,57,74,84,70,90,15,Portugal,Right
339,81,81,39,187,79,3,2,4,77,51,60,61,81,87,46,46,81,73,44,75,62,81,48,63,89,82,86,94,48,57,80,5,Portugal,Right
340,81,83,26,177,68,3,4,1,71,75,83,84,68,72,78,73,62,84,82,74,81,82,80,82,56,75,69,82,85,65,83,10,Argentina,Left
341,81,81,30,179,70,3,4,3,79,78,82,83,59,67,81,77,59,85,77,82,92,77,84,80,76,84,60,60,78,70,79,15,Brazil,Right
342,81,86,25,188,77,3,3,2,80,30,67,69,81,78,69,26,74,78,46,74,63,80,65,41,76,64,83,81,60,26,74,14,England,Right
343,81,82,29,192,84,2,1,1,83,78,73,83,52,79,18,15,14,48,12,52,62,80,40,55,70,34,75,35,50,11,45,73,Portugal,Right
344,81,81,29,187,86,3,3,2,66,82,65,74,40,81,49,85,82,75,51,61,58,76,67,83,71,71,91,69,73,84,80,16,Spain,Right
345,81,82,27,173,66,3,3,2,59,74,86,78,67,73,90,71,57,85,93,66,75,75,76,82,65,91,64,76,82,79,79,10,England,Right
346,81,81,27,188,84,3,4,2,80,81,77,82,62,83,78,81,77,80,80,80,78,81,61,83,80,90,81,81,78,79,81,15,Argentina,Right
347,81,81,32,172,63,4,4,2,87,78,78,82,47,64,82,77,45,79,77,88,89,74,91,80,71,84,58,52,79,77,81,14,Bosnia and Herzegovina,Right
348,81,81,30,172,69,5,4,2,64,76,84,83,69,68,84,74,47,84,83,68,85,80,90,79,32,77,62,83,85,77,85,15,France,Right
349,81,81,30,177,76,4,4,3,71,73,83,83,35,62,82,74,44,86,79,72,78,83,82,71,53,69,59,61,85,76,80,9,Sweden,Right
350,81,81,31,173,70,4,4,2,82,73,79,80,73,69,83,72,58,79,83,81,81,81,82,80,69,91,56,72,79,56,75,9,Spain,Right
351,81,81,28,181,78,4,3,2,74,81,76,79,40,79,74,83,84,80,75,73,80,80,62,82,87,87,77,72,78,69,80,9,France,Left
352,81,81,29,176,73,4,3,2,73,76,80,80,64,72,80,79,48,81,77,75,79,83,78,74,61,86,66,70,81,71,81,10,Germany,Right
353,81,81,29,172,65,2,3,3,80,56,72,75,80,80,75,57,82,76,66,79,77,81,82,65,88,86,75,84,69,46,76,10,Argentina,Left
354,81,81,28,183,75,4,4,2,69,76,81,82,71,72,74,75,48,81,85,62,78,80,78,80,69,79,67,75,85,70,78,11,Germany,Left
355,81,83,28,190,81,3,1,1,84,78,67,84,43,78,15,12,13,27,17,42,67,82,38,50,74,39,68,32,46,18,56,67,Greece,Right
356,81,81,29,180,76,2,4,2,74,75,80,81,40,63,88,71,47,79,85,73,81,78,79,81,52,71,65,52,77,84,70,8,Italy,Right
357,81,82,27,186,86,4,3,2,63,76,76,73,79,85,71,74,74,79,78,59,59,79,61,84,81,87,83,88,73,62,71,10,Germany,Right
358,81,86,25,187,81,3,2,1,63,25,53,58,83,80,35,19,85,78,29,58,33,79,51,40,85,71,88,68,32,34,73,14,France,Right
359,81,81,27,173,63,3,3,1,79,82,79,80,43,70,77,81,55,80,80,82,83,82,85,83,62,83,64,69,84,73,73,10,Portugal,Right
360,81,82,27,170,64,4,3,2,71,68,79,81,73,70,70,68,45,85,75,76,77,80,86,70,79,84,63,69,83,56,77,16,Slovakia,Right
361,81,85,26,178,72,3,3,2,66,65,77,76,79,82,70,62,66,82,62,69,72,77,73,75,82,85,78,86,75,58,79,8,England,Right
362,81,81,31,183,77,4,3,1,75,76,75,79,80,82,69,78,67,80,63,75,74,85,71,78,83,93,77,78,76,71,77,16,Colombia,Right
363,81,83,26,166,60,3,3,2,72,70,76,80,78,76,71,68,59,82,70,77,85,79,89,80,51,90,68,87,74,48,82,13,Uruguay,Right
364,81,81,27,188,82,4,4,2,75,79,76,80,67,77,68,83,65,83,69,72,74,78,54,78,70,83,75,76,77,61,77,13,Croatia,Right
365,81,82,27,172,64,4,4,2,69,74,76,86,69,68,63,74,42,84,64,77,88,80,90,76,52,74,62,78,81,58,83,15,Guinea,Right
366,81,81,27,181,81,3,3,3,69,78,77,79,77,77,65,75,83,82,72,69,76,83,76,86,83,72,76,82,79,61,75,14,France,Right
367,81,81,26,175,70,3,4,3,93,76,72,82,41,62,73,77,62,74,72,92,89,81,82,76,67,76,54,64,74,73,75,14,Mexico,Right
368,81,81,28,171,67,4,4,2,83,77,78,84,42,55,80,76,40,79,79,84,89,81,88,78,50,77,41,63,77,70,79,6,Italy,Left
369,81,83,25,173,67,4,5,2,90,73,73,88,27,68,73,72,53,76,76,91,93,78,89,82,73,77,73,43,75,58,83,12,France,Right
370,81,81,27,185,74,4,4,2,73,74,75,80,73,85,62,71,58,82,72,73,69,82,67,83,62,91,87,79,79,56,82,9,Côte d'Ivoire,Right
371,81,81,28,186,80,2,4,2,94,78,72,78,38,83,75,77,73,74,76,93,79,82,62,85,89,87,83,76,73,64,81,14,Ghana,Right
